name,name_id,serving_size,calories,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,food_type,source
Ikan Tuna Semur,Ikan Tuna Semur,100 g,175.5,23.2,0.0,5.4,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Opor,Ikan Tuna Opor,100 g,188.5,22.5,0.0,9.0,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Gulai,Ikan Tuna Gulai,100 g,195.0,22.0,0.0,10.5,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Kari,Ikan Tuna Kari,100 g,188.5,22.5,0.0,9.6,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Asam Manis,Ikan Tuna Asam Manis,100 g,162.5,23.8,0.0,4.5,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Saus Tiram,Ikan Tuna Saus Tiram,100 g,169.0,25.0,0.0,4.8,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Lada Hitam,Ikan Tuna Lada Hitam,100 g,162.5,25.0,0.0,5.4,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Tepung Goreng,Ikan Tuna Tepung Goreng,100 g,260.0,20.0,0.0,15.0,0.0,40,0.0,base_food,generated-v2
Ikan Salmon Rebus,Ikan Salmon Rebus,100 g,180.0,20.0,0.0,11.0,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Kukus,Ikan Salmon Kukus,100 g,189.0,20.4,0.0,11.0,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Bakar,Ikan Salmon Bakar,100 g,207.0,21.0,0.0,13.2,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Goreng,Ikan Salmon Goreng,100 g,324.0,17.0,0.0,44.0,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Panggang,Ikan Salmon Panggang,100 g,216.0,21.6,0.0,14.3,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Pepes,Ikan Salmon Pepes,100 g,198.0,21.0,0.0,12.1,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Bacem,Ikan Salmon Bacem,100 g,234.0,18.0,0.0,12.1,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Balado,Ikan Salmon Balado,100 g,252.0,18.4,0.0,27.5,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Rica-Rica,Ikan Salmon Rica-Rica,100 g,243.0,18.6,0.0,25.3,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Kecap,Ikan Salmon Kecap,100 g,234.0,19.0,0.0,15.4,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Semur,Ikan Salmon Semur,100 g,243.0,18.6,0.0,19.8,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Opor,Ikan Salmon Opor,100 g,261.0,18.0,0.0,33.0,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Gulai,Ikan Salmon Gulai,100 g,270.0,17.6,0.0,38.5,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Kari,Ikan Salmon Kari,100 g,261.0,18.0,0.0,35.2,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Asam Manis,Ikan Salmon Asam Manis,100 g,225.0,19.0,0.0,16.5,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Saus Tiram,Ikan Salmon Saus Tiram,100 g,234.0,20.0,0.0,17.6,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Lada Hitam,Ikan Salmon Lada Hitam,100 g,225.0,20.0,0.0,19.8,0.0,50,0.0,base_food,generated-v2
Ikan Salmon Tepung Goreng,Ikan Salmon Tepung Goreng,100 g,360.0,16.0,0.0,55.0,0.0,50,0.0,base_food,generated-v2
Udang Rebus,Udang Rebus,100 g,95.0,19.0,0.5,1.5,0.0,140,0.0,base_food,generated-v2
Udang Kukus,Udang Kukus,100 g,99.8,19.4,0.5,1.5,0.0,140,0.0,base_food,generated-v2
Udang Bakar,Udang Bakar,100 g,109.2,19.9,0.5,1.8,0.0,140,0.0,base_food,generated-v2
Udang Goreng,Udang Goreng,100 g,171.0,16.1,0.6,6.0,0.0,140,0.0,base_food,generated-v2
Udang Tumis,Udang Tumis,100 g,142.5,17.1,0.6,4.5,0.0,140,0.0,base_food,generated-v2
Udang Panggang,Udang Panggang,100 g,114.0,20.5,0.5,2.0,0.0,140,0.0,base_food,generated-v2
Udang Pepes,Udang Pepes,100 g,104.5,19.9,0.5,1.7,0.0,140,0.0,base_food,generated-v2
Udang Bacem,Udang Bacem,100 g,123.5,17.1,0.8,1.7,0.0,140,0.0,base_food,generated-v2
Udang Balado,Udang Balado,100 g,133.0,17.5,0.6,3.8,0.0,140,0.0,base_food,generated-v2
Udang Rica-Rica,Udang Rica-Rica,100 g,128.2,17.7,0.6,3.4,0.0,140,0.0,base_food,generated-v2
Udang Kecap,Udang Kecap,100 g,123.5,18.1,0.7,2.1,0.0,140,0.0,base_food,generated-v2
Udang Semur,Udang Semur,100 g,128.2,17.7,0.7,2.7,0.0,140,0.0,base_food,generated-v2
Udang Opor,Udang Opor,100 g,137.8,17.1,0.6,4.5,0.0,140,0.0,base_food,generated-v2
Udang Gulai,Udang Gulai,100 g,142.5,16.7,0.6,5.2,0.0,140,0.0,base_food,generated-v2
Udang Kari,Udang Kari,100 g,137.8,17.1,0.6,4.8,0.0,140,0.0,base_food,generated-v2
Udang Asam Manis,Udang Asam Manis,100 g,118.8,18.1,0.6,2.2,0.0,140,0.0,base_food,generated-v2
Udang Saus Tiram,Udang Saus Tiram,100 g,123.5,19.0,0.6,2.4,0.0,140,0.0,base_food,generated-v2
Udang Lada Hitam,Udang Lada Hitam,100 g,118.8,19.0,0.5,2.7,0.0,140,0.0,base_food,generated-v2
Udang Tepung Goreng,Udang Tepung Goreng,100 g,190.0,15.2,0.7,7.5,0.0,140,0.0,base_food,generated-v2
Cumi Rebus,Cumi Rebus,100 g,85.0,15.0,2.0,1.2,0.0,230,0.0,base_food,generated-v2
Cumi Kukus,Cumi Kukus,100 g,89.2,15.3,2.0,1.2,0.0,230,0.0,base_food,generated-v2
Cumi Bakar,Cumi Bakar,100 g,97.7,15.8,2.0,1.4,0.0,230,0.0,base_food,generated-v2
Cumi Goreng,Cumi Goreng,100 g,153.0,12.8,2.3,4.8,0.0,230,0.0,base_food,generated-v2
Cumi Tumis,Cumi Tumis,100 g,127.5,13.5,2.2,3.6,0.0,230,0.0,base_food,generated-v2
Cumi Panggang,Cumi Panggang,100 g,102.0,16.2,2.0,1.6,0.0,230,0.0,base_food,generated-v2
Cumi Pepes,Cumi Pepes,100 g,93.5,15.8,2.0,1.3,0.0,230,0.0,base_food,generated-v2
Cumi Bacem,Cumi Bacem,100 g,110.5,13.5,3.0,1.3,0.0,230,0.0,base_food,generated-v2
Cumi Balado,Cumi Balado,100 g,119.0,13.8,2.4,3.0,0.0,230,0.0,base_food,generated-v2
Cumi Rica-Rica,Cumi Rica-Rica,100 g,114.8,14.0,2.2,2.8,0.0,230,0.0,base_food,generated-v2
Cumi Kecap,Cumi Kecap,100 g,110.5,14.2,2.8,1.7,0.0,230,0.0,base_food,generated-v2
Cumi Semur,Cumi Semur,100 g,114.8,14.0,2.6,2.2,0.0,230,0.0,base_food,generated-v2
Cumi Opor,Cumi Opor,100 g,123.2,13.5,2.2,3.6,0.0,230,0.0,base_food,generated-v2
Cumi Gulai,Cumi Gulai,100 g,127.5,13.2,2.2,4.2,0.0,230,0.0,base_food,generated-v2
Cumi Kari,Cumi Kari,100 g,123.2,13.5,2.2,3.8,0.0,230,0.0,base_food,generated-v2
Cumi Asam Manis,Cumi Asam Manis,100 g,106.2,14.2,2.4,1.8,0.0,230,0.0,base_food,generated-v2
Cumi Saus Tiram,Cumi Saus Tiram,100 g,110.5,15.0,2.3,1.9,0.0,230,0.0,base_food,generated-v2
Cumi Lada Hitam,Cumi Lada Hitam,100 g,106.2,15.0,2.1,2.2,0.0,230,0.0,base_food,generated-v2
Cumi Tepung Goreng,Cumi Tepung Goreng,100 g,170.0,12.0,2.6,6.0,0.0,230,0.0,base_food,generated-v2
Kepiting Rebus,Kepiting Rebus,100 g,90.0,18.0,0.5,1.5,0.0,280,0.0,base_food,generated-v2
Kepiting Kukus,Kepiting Kukus,100 g,94.5,18.4,0.5,1.5,0.0,280,0.0,base_food,generated-v2
Kepiting Bakar,Kepiting Bakar,100 g,103.5,18.9,0.5,1.8,0.0,280,0.0,base_food,generated-v2
Kepiting Goreng,Kepiting Goreng,100 g,162.0,15.3,0.6,6.0,0.0,280,0.0,base_food,generated-v2
Kepiting Tumis,Kepiting Tumis,100 g,135.0,16.2,0.6,4.5,0.0,280,0.0,base_food,generated-v2
Kepiting Panggang,Kepiting Panggang,100 g,108.0,19.4,0.5,2.0,0.0,280,0.0,base_food,generated-v2
Kepiting Pepes,Kepiting Pepes,100 g,99.0,18.9,0.5,1.7,0.0,280,0.0,base_food,generated-v2
Kepiting Bacem,Kepiting Bacem,100 g,117.0,16.2,0.8,1.7,0.0,280,0.0,base_food,generated-v2
Kepiting Balado,Kepiting Balado,100 g,126.0,16.6,0.6,3.8,0.0,280,0.0,base_food,generated-v2
Kepiting Rica-Rica,Kepiting Rica-Rica,100 g,121.5,16.7,0.6,3.4,0.0,280,0.0,base_food,generated-v2
Kepiting Kecap,Kepiting Kecap,100 g,117.0,17.1,0.7,2.1,0.0,280,0.0,base_food,generated-v2
Kepiting Semur,Kepiting Semur,100 g,121.5,16.7,0.7,2.7,0.0,280,0.0,base_food,generated-v2
Kepiting Opor,Kepiting Opor,100 g,130.5,16.2,0.6,4.5,0.0,280,0.0,base_food,generated-v2
Kepiting Gulai,Kepiting Gulai,100 g,135.0,15.8,0.6,5.2,0.0,280,0.0,base_food,generated-v2
Kepiting Kari,Kepiting Kari,100 g,130.5,16.2,0.6,4.8,0.0,280,0.0,base_food,generated-v2
Kepiting Asam Manis,Kepiting Asam Manis,100 g,112.5,17.1,0.6,2.2,0.0,280,0.0,base_food,generated-v2
Kepiting Saus Tiram,Kepiting Saus Tiram,100 g,117.0,18.0,0.6,2.4,0.0,280,0.0,base_food,generated-v2
Kepiting Lada Hitam,Kepiting Lada Hitam,100 g,112.5,18.0,0.5,2.7,0.0,280,0.0,base_food,generated-v2
Kepiting Tepung Goreng,Kepiting Tepung Goreng,100 g,180.0,14.4,0.7,7.5,0.0,280,0.0,base_food,generated-v2
Kerang Rebus,Kerang Rebus,100 g,80.0,14.0,3.0,1.0,0.0,110,0.0,base_food,generated-v2
Kerang Kukus,Kerang Kukus,100 g,84.0,14.3,3.0,1.0,0.0,110,0.0,base_food,generated-v2
Kerang Bakar,Kerang Bakar,100 g,92.0,14.7,3.0,1.2,0.0,110,0.0,base_food,generated-v2
Kerang Goreng,Kerang Goreng,100 g,144.0,11.9,3.4,4.0,0.0,110,0.0,base_food,generated-v2
Kerang Tumis,Kerang Tumis,100 g,120.0,12.6,3.3,3.0,0.0,110,0.0,base_food,generated-v2
Kerang Panggang,Kerang Panggang,100 g,96.0,15.1,3.0,1.3,0.0,110,0.0,base_food,generated-v2
Kerang Pepes,Kerang Pepes,100 g,88.0,14.7,3.0,1.1,0.0,110,0.0,base_food,generated-v2
Kerang Bacem,Kerang Bacem,100 g,104.0,12.6,4.5,1.1,0.0,110,0.0,base_food,generated-v2
Kerang Balado,Kerang Balado,100 g,112.0,12.9,3.6,2.5,0.0,110,0.0,base_food,generated-v2
Kerang Rica-Rica,Kerang Rica-Rica,100 g,108.0,13.0,3.3,2.3,0.0,110,0.0,base_food,generated-v2
Kerang Kecap,Kerang Kecap,100 g,104.0,13.3,4.2,1.4,0.0,110,0.0,base_food,generated-v2
Kerang Semur,Kerang Semur,100 g,108.0,13.0,3.9,1.8,0.0,110,0.0,base_food,generated-v2
Kerang Opor,Kerang Opor,100 g,116.0,12.6,3.3,3.0,0.0,110,0.0,base_food,generated-v2
Kerang Gulai,Kerang Gulai,100 g,120.0,12.3,3.3,3.5,0.0,110,0.0,base_food,generated-v2
Kerang Kari,Kerang Kari,100 g,116.0,12.6,3.3,3.2,0.0,110,0.0,base_food,generated-v2
Kerang Asam Manis,Kerang Asam Manis,100 g,100.0,13.3,3.6,1.5,0.0,110,0.0,base_food,generated-v2
Kerang Saus Tiram,Kerang Saus Tiram,100 g,104.0,14.0,3.4,1.6,0.0,110,0.0,base_food,generated-v2
Kerang Lada Hitam,Kerang Lada Hitam,100 g,100.0,14.0,3.2,1.8,0.0,110,0.0,base_food,generated-v2
Kerang Tepung Goreng,Kerang Tepung Goreng,100 g,160.0,11.2,3.9,5.0,0.0,110,0.0,base_food,generated-v2
Tahu Putih Rebus,Tahu Putih Rebus,100 g,75.0,7.5,1.5,4.5,0.3,8,0.5,base_food,generated-v2
Tahu Putih Kukus,Tahu Putih Kukus,100 g,78.8,7.7,1.5,4.5,0.3,8,0.5,base_food,generated-v2
Tahu Putih Bakar,Tahu Putih Bakar,100 g,86.2,7.9,1.5,5.4,0.3,8,0.5,base_food,generated-v2
Tahu Putih Goreng,Tahu Putih Goreng,100 g,135.0,6.4,1.7,18.0,0.3,8,0.5,base_food,generated-v2
Tahu Putih Tumis,Tahu Putih Tumis,100 g,112.5,6.8,1.7,13.5,0.3,8,0.5,base_food,generated-v2
Tahu Putih Panggang,Tahu Putih Panggang,100 g,90.0,8.1,1.5,5.9,0.3,8,0.5,base_food,generated-v2
Tahu Putih Pepes,Tahu Putih Pepes,100 g,82.5,7.9,1.5,5.0,0.3,8,0.5,base_food,generated-v2
Tahu Putih Bacem,Tahu Putih Bacem,100 g,97.5,6.8,2.2,5.0,0.3,8,0.5,base_food,generated-v2
Tahu Putih Balado,Tahu Putih Balado,100 g,105.0,6.9,1.8,11.2,0.3,8,0.5,base_food,generated-v2
Tahu Putih Rica-Rica,Tahu Putih Rica-Rica,100 g,101.2,7.0,1.7,10.3,0.3,8,0.5,base_food,generated-v2
Tahu Putih Kecap,Tahu Putih Kecap,100 g,97.5,7.1,2.1,6.3,0.3,8,0.5,base_food,generated-v2
Tahu Putih Semur,Tahu Putih Semur,100 g,101.2,7.0,2.0,8.1,0.3,8,0.5,base_food,generated-v2
Tahu Putih Opor,Tahu Putih Opor,100 g,108.8,6.8,1.7,13.5,0.3,8,0.5,base_food,generated-v2
Tahu Putih Gulai,Tahu Putih Gulai,100 g,112.5,6.6,1.7,15.8,0.3,8,0.5,base_food,generated-v2
Tahu Putih Kari,Tahu Putih Kari,100 g,108.8,6.8,1.7,14.4,0.3,8,0.5,base_food,generated-v2
Tahu Putih Asam Manis,Tahu Putih Asam Manis,100 g,93.8,7.1,1.8,6.8,0.3,8,0.5,base_food,generated-v2
Tahu Putih Saus Tiram,Tahu Putih Saus Tiram,100 g,97.5,7.5,1.7,7.2,0.3,8,0.5,base_food,generated-v2
Tahu Putih Lada Hitam,Tahu Putih Lada Hitam,100 g,93.8,7.5,1.6,8.1,0.3,8,0.5,base_food,generated-v2
Tahu Putih Tepung Goreng,Tahu Putih Tepung Goreng,100 g,150.0,6.0,2.0,22.5,0.3,8,0.4,base_food,generated-v2
Tahu Kuning Rebus,Tahu Kuning Rebus,100 g,90.0,10.0,2.0,5.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Kukus,Tahu Kuning Kukus,100 g,94.5,10.2,2.0,5.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Bakar,Tahu Kuning Bakar,100 g,103.5,10.5,2.0,6.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Goreng,Tahu Kuning Goreng,100 g,162.0,8.5,2.3,20.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Tumis,Tahu Kuning Tumis,100 g,135.0,9.0,2.2,15.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Panggang,Tahu Kuning Panggang,100 g,108.0,10.8,2.0,6.5,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Pepes,Tahu Kuning Pepes,100 g,99.0,10.5,2.0,5.5,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Bacem,Tahu Kuning Bacem,100 g,117.0,9.0,3.0,5.5,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Balado,Tahu Kuning Balado,100 g,126.0,9.2,2.4,12.5,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Rica-Rica,Tahu Kuning Rica-Rica,100 g,121.5,9.3,2.2,11.5,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Kecap,Tahu Kuning Kecap,100 g,117.0,9.5,2.8,7.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Semur,Tahu Kuning Semur,100 g,121.5,9.3,2.6,9.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Opor,Tahu Kuning Opor,100 g,130.5,9.0,2.2,15.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Gulai,Tahu Kuning Gulai,100 g,135.0,8.8,2.2,17.5,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Kari,Tahu Kuning Kari,100 g,130.5,9.0,2.2,16.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Asam Manis,Tahu Kuning Asam Manis,100 g,112.5,9.5,2.4,7.5,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Saus Tiram,Tahu Kuning Saus Tiram,100 g,117.0,10.0,2.3,8.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Lada Hitam,Tahu Kuning Lada Hitam,100 g,112.5,10.0,2.1,9.0,0.3,10,0.5,base_food,generated-v2
Tahu Kuning Tepung Goreng,Tahu Kuning Tepung Goreng,100 g,180.0,8.0,2.6,25.0,0.3,10,0.4,base_food,generated-v2
Tempe Rebus,Tempe Rebus,100 g,170.0,18.0,10.0,8.0,0.3,8,2.0,base_food,generated-v2
Tempe Kukus,Tempe Kukus,100 g,178.5,18.4,10.0,8.0,0.3,8,2.1,base_food,generated-v2
Tempe Bakar,Tempe Bakar,100 g,195.5,18.9,10.0,9.6,0.3,8,1.9,base_food,generated-v2
Tempe Goreng,Tempe Goreng,100 g,306.0,15.3,11.5,32.0,0.3,8,1.8,base_food,generated-v2
Tempe Tumis,Tempe Tumis,100 g,255.0,16.2,11.0,24.0,0.3,8,1.9,base_food,generated-v2
Tempe Panggang,Tempe Panggang,100 g,204.0,19.4,10.0,10.4,0.3,8,1.9,base_food,generated-v2
Tempe Pepes,Tempe Pepes,100 g,187.0,18.9,10.0,8.8,0.3,8,2.0,base_food,generated-v2
Tempe Bacem,Tempe Bacem,100 g,221.0,16.2,15.0,8.8,0.3,8,1.8,base_food,generated-v2
Tempe Balado,Tempe Balado,100 g,238.0,16.6,12.0,20.0,0.3,8,2.0,base_food,generated-v2
Tempe Rica-Rica,Tempe Rica-Rica,100 g,229.5,16.7,11.0,18.4,0.3,8,2.1,base_food,generated-v2
Tempe Kecap,Tempe Kecap,100 g,221.0,17.1,14.0,11.2,0.3,8,1.8,base_food,generated-v2
Tempe Semur,Tempe Semur,100 g,229.5,16.7,13.0,14.4,0.3,8,1.9,base_food,generated-v2
Tempe Opor,Tempe Opor,100 g,246.5,16.2,11.0,24.0,0.3,8,1.9,base_food,generated-v2
Tempe Gulai,Tempe Gulai,100 g,255.0,15.8,11.0,28.0,0.3,8,2.0,base_food,generated-v2
Tempe Kari,Tempe Kari,100 g,246.5,16.2,11.0,25.6,0.3,8,2.1,base_food,generated-v2
Tempe Asam Manis,Tempe Asam Manis,100 g,212.5,17.1,12.0,12.0,0.3,8,2.0,base_food,generated-v2
Tempe Saus Tiram,Tempe Saus Tiram,100 g,221.0,18.0,11.5,12.8,0.3,8,2.0,base_food,generated-v2
Tempe Lada Hitam,Tempe Lada Hitam,100 g,212.5,18.0,10.5,14.4,0.3,8,1.9,base_food,generated-v2
Tempe Tepung Goreng,Tempe Tepung Goreng,100 g,340.0,14.4,13.0,40.0,0.3,8,1.7,base_food,generated-v2
Telur Ayam Rebus,Telur Ayam Rebus,100 g,155.0,12.5,1.0,10.5,1.0,120,0.0,base_food,generated-v2
Telur Ayam Kukus,Telur Ayam Kukus,100 g,162.8,12.8,1.0,10.5,1.0,120,0.0,base_food,generated-v2
Telur Ayam Bakar,Telur Ayam Bakar,100 g,178.2,13.1,1.0,12.6,1.0,120,0.0,base_food,generated-v2
Telur Ayam Goreng,Telur Ayam Goreng,100 g,279.0,10.6,1.1,42.0,1.0,120,0.0,base_food,generated-v2
Telur Ayam Tumis,Telur Ayam Tumis,100 g,232.5,11.2,1.1,31.5,1.0,120,0.0,base_food,generated-v2
Telur Ayam Panggang,Telur Ayam Panggang,100 g,186.0,13.5,1.0,13.7,1.0,120,0.0,base_food,generated-v2
Telur Ayam Pepes,Telur Ayam Pepes,100 g,170.5,13.1,1.0,11.6,1.0,120,0.0,base_food,generated-v2
Telur Ayam Bacem,Telur Ayam Bacem,100 g,201.5,11.2,1.5,11.6,1.0,120,0.0,base_food,generated-v2
Telur Ayam Balado,Telur Ayam Balado,100 g,217.0,11.5,1.2,26.2,1.0,120,0.0,base_food,generated-v2
Telur Ayam Rica-Rica,Telur Ayam Rica-Rica,100 g,209.2,11.6,1.1,24.1,1.0,120,0.0,base_food,generated-v2
Telur Ayam Kecap,Telur Ayam Kecap,100 g,201.5,11.9,1.4,14.7,1.0,120,0.0,base_food,generated-v2
Telur Ayam Semur,Telur Ayam Semur,100 g,209.2,11.6,1.3,18.9,1.0,120,0.0,base_food,generated-v2
Telur Ayam Opor,Telur Ayam Opor,100 g,224.8,11.2,1.1,31.5,1.0,120,0.0,base_food,generated-v2
Telur Ayam Gulai,Telur Ayam Gulai,100 g,232.5,11.0,1.1,36.8,1.0,120,0.0,base_food,generated-v2
Telur Ayam Kari,Telur Ayam Kari,100 g,224.8,11.2,1.1,33.6,1.0,120,0.0,base_food,generated-v2
Telur Ayam Asam Manis,Telur Ayam Asam Manis,100 g,193.8,11.9,1.2,15.8,1.0,120,0.0,base_food,generated-v2
Telur Ayam Saus Tiram,Telur Ayam Saus Tiram,100 g,201.5,12.5,1.1,16.8,1.0,120,0.0,base_food,generated-v2
Telur Ayam Lada Hitam,Telur Ayam Lada Hitam,100 g,193.8,12.5,1.1,18.9,1.0,120,0.0,base_food,generated-v2
Telur Ayam Tepung Goreng,Telur Ayam Tepung Goreng,100 g,310.0,10.0,1.3,52.5,1.0,120,0.0,base_food,generated-v2
Telur Bebek Rebus,Telur Bebek Rebus,100 g,180.0,13.0,0.7,14.0,0.5,140,0.0,base_food,generated-v2
Telur Bebek Kukus,Telur Bebek Kukus,100 g,189.0,13.3,0.7,14.0,0.5,140,0.0,base_food,generated-v2
Telur Bebek Bakar,Telur Bebek Bakar,100 g,207.0,13.7,0.7,16.8,0.5,140,0.0,base_food,generated-v2
Telur Bebek Goreng,Telur Bebek Goreng,100 g,324.0,11.0,0.8,56.0,0.5,140,0.0,base_food,generated-v2
Telur Bebek Tumis,Telur Bebek Tumis,100 g,270.0,11.7,0.8,42.0,0.5,140,0.0,base_food,generated-v2
Telur Bebek Panggang,Telur Bebek Panggang,100 g,216.0,14.0,0.7,18.2,0.5,140,0.0,base_food,generated-v2
Telur Bebek Pepes,Telur Bebek Pepes,100 g,198.0,13.7,0.7,15.4,0.5,140,0.0,base_food,generated-v2
Telur Bebek Bacem,Telur Bebek Bacem,100 g,234.0,11.7,1.0,15.4,0.5,140,0.0,base_food,generated-v2
Telur Bebek Balado,Telur Bebek Balado,100 g,252.0,12.0,0.8,35.0,0.5,140,0.0,base_food,generated-v2
Telur Bebek Rica-Rica,Telur Bebek Rica-Rica,100 g,243.0,12.1,0.8,32.2,0.5,140,0.0,base_food,generated-v2
Telur Bebek Kecap,Telur Bebek Kecap,100 g,234.0,12.3,1.0,19.6,0.5,140,0.0,base_food,generated-v2
Telur Bebek Semur,Telur Bebek Semur,100 g,243.0,12.1,0.9,25.2,0.5,140,0.0,base_food,generated-v2
Telur Bebek Opor,Telur Bebek Opor,100 g,261.0,11.7,0.8,42.0,0.5,140,0.0,base_food,generated-v2
Telur Bebek Gulai,Telur Bebek Gulai,100 g,270.0,11.4,0.8,49.0,0.5,140,0.0,base_food,generated-v2
Telur Bebek Kari,Telur Bebek Kari,100 g,261.0,11.7,0.8,44.8,0.5,140,0.0,base_food,generated-v2
Telur Bebek Asam Manis,Telur Bebek Asam Manis,100 g,225.0,12.3,0.8,21.0,0.5,140,0.0,base_food,generated-v2
Telur Bebek Saus Tiram,Telur Bebek Saus Tiram,100 g,234.0,13.0,0.8,22.4,0.5,140,0.0,base_food,generated-v2
Telur Bebek Lada Hitam,Telur Bebek Lada Hitam,100 g,225.0,13.0,0.7,25.2,0.5,140,0.0,base_food,generated-v2
Telur Bebek Tepung Goreng,Telur Bebek Tepung Goreng,100 g,360.0,10.4,0.9,70.0,0.5,140,0.0,base_food,generated-v2
Telur Puyuh Rebus,Telur Puyuh Rebus,100 g,158.0,13.0,0.4,11.0,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Kukus,Telur Puyuh Kukus,100 g,165.9,13.3,0.4,11.0,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Bakar,Telur Puyuh Bakar,100 g,181.7,13.7,0.4,13.2,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Goreng,Telur Puyuh Goreng,100 g,284.4,11.0,0.5,44.0,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Tumis,Telur Puyuh Tumis,100 g,237.0,11.7,0.4,33.0,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Panggang,Telur Puyuh Panggang,100 g,189.6,14.0,0.4,14.3,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Pepes,Telur Puyuh Pepes,100 g,173.8,13.7,0.4,12.1,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Bacem,Telur Puyuh Bacem,100 g,205.4,11.7,0.6,12.1,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Balado,Telur Puyuh Balado,100 g,221.2,12.0,0.5,27.5,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Rica-Rica,Telur Puyuh Rica-Rica,100 g,213.3,12.1,0.4,25.3,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Kecap,Telur Puyuh Kecap,100 g,205.4,12.3,0.6,15.4,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Semur,Telur Puyuh Semur,100 g,213.3,12.1,0.5,19.8,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Opor,Telur Puyuh Opor,100 g,229.1,11.7,0.4,33.0,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Gulai,Telur Puyuh Gulai,100 g,237.0,11.4,0.4,38.5,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Kari,Telur Puyuh Kari,100 g,229.1,11.7,0.4,35.2,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Asam Manis,Telur Puyuh Asam Manis,100 g,197.5,12.3,0.5,16.5,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Saus Tiram,Telur Puyuh Saus Tiram,100 g,205.4,13.0,0.5,17.6,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Lada Hitam,Telur Puyuh Lada Hitam,100 g,197.5,13.0,0.4,19.8,0.3,125,0.0,base_food,generated-v2
Telur Puyuh Tepung Goreng,Telur Puyuh Tepung Goreng,100 g,316.0,10.4,0.5,55.0,0.3,125,0.0,base_food,generated-v2
Bayam Segar,Bayam Segar,100 g,23.0,2.5,3.5,0.4,0.1,65,1.5,base_food,generated-v2
Bayam Rebus,Bayam Rebus,100 g,23.0,2.5,3.5,0.4,0.1,65,1.5,base_food,generated-v2
Bayam Tumis,Bayam Tumis,100 g,34.5,2.2,3.9,1.2,0.1,65,1.4,base_food,generated-v2
Bayam Kukus,Bayam Kukus,100 g,24.2,2.5,3.5,0.4,0.1,65,1.6,base_food,generated-v2
Sayur Bayam Bening,Sayur Bayam Bening,1 mangkok,27.5,2.5,3.5,0.9,0.1,65,1.5,local_indonesian,generated-v2
