name_id,name,serving_size,calories,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,food_type,source
Kerang Dara Bakar,Kerang Dara Bakar,1 porsi,86.2,11.6,3.0,1.8,0.0,280.0,0.0,base_food,gen-batch4
Kerang Dara Goreng,Kerang Dara Goreng,1 porsi,120.0,9.7,3.3,4.5,0.0,280.0,0.0,base_food,gen-batch4
Kerang Dara Pepes,Kerang Dara Pepes,1 porsi,82.5,11.0,3.6,2.1,0.0,280.0,0.0,base_food,gen-batch4
Kerang Dara Asam Manis,Kerang Dara Asam Manis,1 porsi,97.5,16.5,4.2,1.5,0.0,280.0,0.0,base_food,gen-batch4
Kerang Dara Kecap,Kerang Dara Kecap,1 porsi,97.5,10.4,4.1,2.0,0.0,280.0,0.0,base_food,gen-batch4
Kerang Dara Kari,Kerang Dara Kari,1 porsi,101.2,19.8,3.9,1.7,0.0,280.0,0.0,base_food,gen-batch4
Kerang Dara Acar Kuning,Kerang Dara Acar Kuning,1 porsi,93.8,14.3,3.6,1.7,0.0,280.0,0.0,base_food,gen-batch4
Kerang Dara Asam Pedas,Kerang Dara Asam Pedas,1 porsi,90.0,13.2,3.6,1.7,0.0,280.0,0.0,base_food,gen-batch4
Kerang Dara Kuah Kuning,Kerang Dara Kuah Kuning,1 porsi,90.0,14.3,3.6,1.7,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Bakar,Rajungan Bakar,1 porsi,97.7,16.8,0.5,1.4,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Goreng,Rajungan Goreng,1 porsi,136.0,14.1,0.6,3.6,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Pepes,Rajungan Pepes,1 porsi,93.5,16.0,0.6,1.7,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Asam Manis,Rajungan Asam Manis,1 porsi,110.5,24.0,0.7,1.2,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Kecap,Rajungan Kecap,1 porsi,110.5,15.2,0.7,1.6,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Kari,Rajungan Kari,1 porsi,114.8,28.8,0.7,1.3,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Acar Kuning,Rajungan Acar Kuning,1 porsi,106.2,20.8,0.6,1.3,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Asam Pedas,Rajungan Asam Pedas,1 porsi,102.0,19.2,0.6,1.3,0.0,280.0,0.0,base_food,gen-batch4
Rajungan Kuah Kuning,Rajungan Kuah Kuning,1 porsi,102.0,20.8,0.6,1.3,0.0,280.0,0.0,base_food,gen-batch4
Keong Sawah Bakar,Keong Sawah Bakar,1 porsi,80.5,13.7,2.0,1.0,0.0,180.0,0.0,base_food,gen-batch4
Keong Sawah Goreng,Keong Sawah Goreng,1 porsi,112.0,11.4,2.2,2.4,0.0,180.0,0.0,base_food,gen-batch4
Keong Sawah Pepes,Keong Sawah Pepes,1 porsi,77.0,13.0,2.4,1.1,0.0,180.0,0.0,base_food,gen-batch4
Keong Sawah Asam Manis,Keong Sawah Asam Manis,1 porsi,91.0,19.5,2.8,0.8,0.0,180.0,0.0,base_food,gen-batch4
Keong Sawah Kecap,Keong Sawah Kecap,1 porsi,91.0,12.3,2.7,1.0,0.0,180.0,0.0,base_food,gen-batch4
Keong Sawah Kari,Keong Sawah Kari,1 porsi,94.5,23.4,2.6,0.9,0.0,180.0,0.0,base_food,gen-batch4
Keong Sawah Acar Kuning,Keong Sawah Acar Kuning,1 porsi,87.5,16.9,2.4,0.9,0.0,180.0,0.0,base_food,gen-batch4
Keong Sawah Asam Pedas,Keong Sawah Asam Pedas,1 porsi,84.0,15.6,2.4,0.9,0.0,180.0,0.0,base_food,gen-batch4
Keong Sawah Kuah Kuning,Keong Sawah Kuah Kuning,1 porsi,84.0,16.9,2.4,0.9,0.0,180.0,0.0,base_food,gen-batch4
Tahu Putih Santan,Tahu Putih Santan,1 porsi,112.5,7.2,2.2,11.2,0.5,11.9,0.9,local_indonesian,gen-batch4
Tahu Putih Goreng Tepung,Tahu Putih Goreng Tepung,1 porsi,135.0,6.8,3.6,18.0,0.5,11.9,0.8,local_indonesian,gen-batch4
Tahu Kuning Santan,Tahu Kuning Santan,1 porsi,127.5,7.7,2.8,13.8,0.5,20.0,1.1,local_indonesian,gen-batch4
Tahu Kuning Goreng Tepung,Tahu Kuning Goreng Tepung,1 porsi,153.0,7.2,4.5,22.0,0.5,20.0,1.0,local_indonesian,gen-batch4
Tahu Sutra Tumis,Tahu Sutra Tumis,1 porsi,72.0,7.0,2.0,3.0,0.5,7.5,0.5,local_indonesian,gen-batch4
Tahu Sutra Bacem,Tahu Sutra Bacem,1 porsi,78.0,5.5,3.0,9.0,0.5,7.5,0.5,local_indonesian,gen-batch4
Tahu Sutra Santan,Tahu Sutra Santan,1 porsi,90.0,4.5,2.2,7.5,0.5,7.5,0.5,local_indonesian,gen-batch4
Tahu Sutra Kecap,Tahu Sutra Kecap,1 porsi,78.0,5.0,2.8,3.9,0.5,7.5,0.5,local_indonesian,gen-batch4
Tahu Sutra Goreng Tepung,Tahu Sutra Goreng Tepung,1 porsi,108.0,4.2,3.6,12.0,0.5,7.5,0.4,local_indonesian,gen-batch4
Tahu Sutra Balado,Tahu Sutra Balado,1 porsi,84.0,5.0,2.4,6.0,0.5,7.5,0.5,local_indonesian,gen-batch4
Tahu Sutra Rica-Rica,Tahu Sutra Rica-Rica,1 porsi,81.0,5.0,2.4,5.4,0.5,7.5,0.5,local_indonesian,gen-batch4
Tempe Kedelai Tumis,Tempe Kedelai Tumis,1 porsi,180.0,19.6,10.0,8.0,1.0,9.6,3.5,local_indonesian,gen-batch4
Tempe Kedelai Bacem,Tempe Kedelai Bacem,1 porsi,195.0,15.4,15.0,24.0,1.0,9.6,3.1,local_indonesian,gen-batch4
Tempe Kedelai Santan,Tempe Kedelai Santan,1 porsi,225.0,12.6,11.0,20.0,1.0,9.6,3.3,local_indonesian,gen-batch4
Tempe Kedelai Kecap,Tempe Kedelai Kecap,1 porsi,195.0,14.0,14.0,10.4,1.0,9.6,3.1,local_indonesian,gen-batch4
Tempe Kedelai Goreng Tepung,Tempe Kedelai Goreng Tepung,1 porsi,270.0,11.9,18.0,32.0,1.0,9.6,2.8,local_indonesian,gen-batch4
Tempe Kedelai Balado,Tempe Kedelai Balado,1 porsi,210.0,14.0,12.0,16.0,1.0,9.6,3.3,local_indonesian,gen-batch4
Tempe Kedelai Rica-Rica,Tempe Kedelai Rica-Rica,1 porsi,202.5,14.0,12.0,14.4,1.0,9.6,3.3,local_indonesian,gen-batch4
Tempe Mendoan Tumis,Tempe Mendoan Tumis,1 porsi,252.0,14.0,18.0,12.0,1.0,3420.0,1.5,local_indonesian,gen-batch4
Tempe Mendoan Bacem,Tempe Mendoan Bacem,1 porsi,273.0,11.0,27.0,36.0,1.0,3420.0,1.4,local_indonesian,gen-batch4
Tempe Mendoan Santan,Tempe Mendoan Santan,1 porsi,315.0,9.0,19.8,30.0,1.0,3420.0,1.4,local_indonesian,gen-batch4
Tempe Mendoan Kecap,Tempe Mendoan Kecap,1 porsi,273.0,10.0,25.2,15.6,1.0,3420.0,1.4,local_indonesian,gen-batch4
Tempe Mendoan Goreng Tepung,Tempe Mendoan Goreng Tepung,1 porsi,378.0,8.5,32.4,48.0,1.0,3420.0,1.2,local_indonesian,gen-batch4
Tempe Mendoan Balado,Tempe Mendoan Balado,1 porsi,294.0,10.0,21.6,24.0,1.0,3420.0,1.4,local_indonesian,gen-batch4
Tempe Mendoan Rica-Rica,Tempe Mendoan Rica-Rica,1 porsi,283.5,10.0,21.6,21.6,1.0,3420.0,1.4,local_indonesian,gen-batch4
Sambal Tomat,Sambal Tomat,1 porsi,28.0,0.5,3.0,2.0,2.0,200.0,0.8,local_indonesian,gen-batch4
Sambal Dabu-Dabu,Sambal Dabu-Dabu,1 porsi,22.0,0.3,1.5,2.0,1.0,250.0,0.8,local_indonesian,gen-batch4
Sambal Petis,Sambal Petis,1 porsi,45.0,1.5,4.0,2.5,2.0,400.0,0.3,local_indonesian,gen-batch4
Sambal Bajak,Sambal Bajak,1 porsi,55.0,1.0,3.5,4.0,1.5,350.0,0.5,local_indonesian,gen-batch4
Sambal Kemiri,Sambal Kemiri,1 porsi,50.0,1.0,2.5,4.5,0.5,200.0,0.5,local_indonesian,gen-batch4
Sambal Pete,Sambal Pete,1 porsi,40.0,1.5,3.0,3.0,1.0,250.0,1.5,local_indonesian,gen-batch4
Sambal Jengkol,Sambal Jengkol,1 porsi,55.0,2.0,4.0,3.5,1.0,280.0,1.5,local_indonesian,gen-batch4
Sambal Tempoyak,Sambal Tempoyak,1 porsi,35.0,0.8,4.0,2.0,1.5,150.0,1.0,local_indonesian,gen-batch4
Sambal Mangga Muda,Sambal Mangga Muda,1 porsi,30.0,0.5,4.0,1.5,2.5,200.0,1.2,local_indonesian,gen-batch4
Sambal Nanas,Sambal Nanas,1 porsi,30.0,0.3,5.0,1.0,3.0,150.0,1.0,local_indonesian,gen-batch4
Sambal Andaliman,Sambal Andaliman,1 porsi,28.0,0.5,2.5,2.0,0.5,200.0,0.5,local_indonesian,gen-batch4
Sambal Kemangi,Sambal Kemangi,1 porsi,22.0,0.5,1.5,2.0,0.5,180.0,0.8,local_indonesian,gen-batch4
Sambal Cumi,Sambal Cumi,1 porsi,65.0,4.0,3.0,3.5,1.0,350.0,0.3,local_indonesian,gen-batch4
Sambal Teri,Sambal Teri,1 porsi,60.0,5.0,3.0,3.0,1.0,500.0,0.3,local_indonesian,gen-batch4
Sambal Goreng Ati,Sambal Goreng Ati,1 porsi,80.0,6.0,4.0,5.0,1.5,350.0,0.5,local_indonesian,gen-batch4
Kue Putu,Kue Putu,1 porsi,160.0,3.0,28.0,4.0,14.0,80.0,0.5,snack,gen-batch4
Kue Cucur,Kue Cucur,1 porsi,200.0,2.5,30.0,8.0,18.0,100.0,0.3,snack,gen-batch4
Kue Onde-Onde,Kue Onde-Onde,1 porsi,210.0,4.0,26.0,10.0,8.0,120.0,1.0,snack,gen-batch4
Kue Dadar Gulung,Kue Dadar Gulung,1 porsi,190.0,3.0,26.0,8.0,14.0,80.0,1.5,snack,gen-batch4
Kue Wajik,Kue Wajik,1 porsi,220.0,2.0,38.0,7.0,28.0,50.0,0.5,snack,gen-batch4
Kue Koci,Kue Koci,1 porsi,180.0,3.0,26.0,7.0,14.0,70.0,1.0,snack,gen-batch4
Kue Gemblong,Kue Gemblong,1 porsi,210.0,3.0,30.0,9.0,18.0,100.0,0.5,snack,gen-batch4
Kue Cenil,Kue Cenil,1 porsi,190.0,2.0,28.0,8.0,16.0,60.0,0.3,snack,gen-batch4
Kue Lupis,Kue Lupis,1 porsi,200.0,3.0,30.0,8.0,16.0,50.0,0.5,snack,gen-batch4
Kue Bika Ambon,Kue Bika Ambon,1 porsi,220.0,4.0,32.0,8.0,20.0,120.0,0.3,snack,gen-batch4
Kue Wingko,Kue Wingko,1 porsi,200.0,3.0,32.0,7.0,18.0,80.0,0.5,snack,gen-batch4
Kue Lumpur Surga,Kue Lumpur Surga,1 porsi,210.0,4.0,26.0,10.0,16.0,100.0,0.3,snack,gen-batch4
Kue Jongkong,Kue Jongkong,1 porsi,195.0,3.0,27.0,8.5,16.0,70.0,0.3,snack,gen-batch4
Kue Srikaya,Kue Srikaya,1 porsi,180.0,4.0,22.0,10.0,20.0,60.0,0.2,snack,gen-batch4
Kue Pandan,Kue Pandan,1 porsi,175.0,3.0,26.0,7.0,18.0,80.0,0.3,snack,gen-batch4
Kue Ubi Ungu,Kue Ubi Ungu,1 porsi,185.0,2.0,28.0,7.0,16.0,50.0,1.5,snack,gen-batch4
Kue Singkong,Kue Singkong,1 porsi,190.0,1.5,28.0,8.0,14.0,60.0,1.5,snack,gen-batch4
Kue Cantik Manis,Kue Cantik Manis,1 porsi,195.0,3.0,27.0,8.5,16.0,100.0,0.3,snack,gen-batch4
Kue Sengkulun,Kue Sengkulun,1 porsi,180.0,2.0,26.0,7.0,18.0,70.0,0.5,snack,gen-batch4
Kue Clorot,Kue Clorot,1 porsi,160.0,2.0,26.0,6.0,18.0,60.0,0.3,snack,gen-batch4
Kue Lemper,Kue Lemper,1 porsi,220.0,5.0,32.0,6.0,2.0,200.0,2.0,snack,gen-batch4
Kue Semar Mendem,Kue Semar Mendem,1 porsi,210.0,4.0,30.0,7.0,3.0,180.0,1.5,snack,gen-batch4
Kue Putri Ayu,Kue Putri Ayu,1 porsi,195.0,3.0,26.0,8.5,16.0,100.0,0.5,snack,gen-batch4
Kue Putri Salju,Kue Putri Salju,1 porsi,220.0,4.0,25.0,12.0,10.0,100.0,0.3,snack,gen-batch4
Kue Lidah Kucing,Kue Lidah Kucing,1 porsi,230.0,4.0,26.0,13.0,10.0,100.0,0.3,snack,gen-batch4
Kue Nastar,Kue Nastar,1 porsi,240.0,4.0,28.0,13.0,12.0,80.0,0.5,snack,gen-batch4
Kue Kastengel,Kue Kastengel,1 porsi,250.0,6.0,24.0,14.0,2.0,200.0,0.3,snack,gen-batch4
Kue Putri Selat,Kue Putri Selat,1 porsi,210.0,5.0,26.0,10.0,14.0,100.0,0.3,snack,gen-batch4
Kue Semprit,Kue Semprit,1 porsi,230.0,3.0,28.0,12.0,14.0,100.0,0.2,snack,gen-batch4
Kue Lidah Buaya,Kue Lidah Buaya,1 porsi,190.0,2.0,28.0,8.0,14.0,80.0,0.5,snack,gen-batch4
Kue Gandus,Kue Gandus,1 porsi,195.0,3.0,27.0,8.0,14.0,100.0,0.5,snack,gen-batch4
Kue Jadah,Kue Jadah,1 porsi,180.0,3.0,30.0,5.0,8.0,50.0,0.5,snack,gen-batch4
Kue Mendut,Kue Mendut,1 porsi,185.0,3.0,28.0,7.0,16.0,80.0,1.5,snack,gen-batch4
Kue Moho,Kue Moho,1 porsi,175.0,2.5,27.0,6.5,16.0,90.0,0.3,snack,gen-batch4
Kue Nopia,Kue Nopia,1 porsi,190.0,3.0,28.0,8.0,14.0,120.0,0.3,snack,gen-batch4
Kue Pukis Coklat,Kue Pukis Coklat,1 porsi,210.0,5.0,30.0,9.0,14.0,150.0,0.5,snack,gen-batch4
Oseng Mercon,Oseng Mercon,1 porsi,320.0,22.0,12.0,20.0,2.0,550.0,1.0,local_indonesian,gen-batch4
Sate Buntel,Sate Buntel,1 porsi,300.0,24.0,10.0,18.0,2.0,400.0,0.5,local_indonesian,gen-batch4
Tongseng,Tongseng,1 porsi,380.0,22.0,28.0,20.0,4.0,550.0,2.0,local_indonesian,gen-batch4
Selat Solo,Selat Solo,1 porsi,300.0,18.0,26.0,14.0,6.0,500.0,2.5,local_indonesian,gen-batch4
Kuah Beulangong,Kuah Beulangong,1 porsi,300.0,16.0,28.0,14.0,3.0,550.0,2.5,local_indonesian,gen-batch4
Sate Matang,Sate Matang,1 porsi,280.0,22.0,10.0,16.0,1.0,400.0,0.5,local_indonesian,gen-batch4
Gulai Itik,Gulai Itik,1 porsi,330.0,20.0,8.0,24.0,1.5,480.0,1.0,local_indonesian,gen-batch4
Gulai Kepala Ikan,Gulai Kepala Ikan,1 porsi,280.0,18.0,6.0,20.0,1.0,450.0,0.5,local_indonesian,gen-batch4
Ikan Asam Padeh,Ikan Asam Padeh,1 porsi,240.0,18.0,14.0,12.0,2.0,500.0,1.0,local_indonesian,gen-batch4
Sambal Lado Mudo,Sambal Lado Mudo,1 porsi,40.0,0.5,2.5,3.5,0.5,300.0,0.5,local_indonesian,gen-batch4
Sambal Lado Merah,Sambal Lado Merah,1 porsi,38.0,0.5,2.5,3.0,1.0,280.0,0.5,local_indonesian,gen-batch4
Lontong Gulai,Lontong Gulai,1 porsi,380.0,12.0,42.0,18.0,3.0,600.0,2.5,local_indonesian,gen-batch4
Bubur Kampiun,Bubur Kampiun,1 porsi,280.0,8.0,36.0,12.0,22.0,150.0,2.0,local_indonesian,gen-batch4
Laksa Medan,Laksa Medan,1 porsi,350.0,12.0,38.0,16.0,3.0,700.0,1.5,local_indonesian,gen-batch4
Sate Payau,Sate Payau,1 porsi,260.0,24.0,8.0,14.0,2.0,400.0,0.5,local_indonesian,gen-batch4
Juhu Singkah,Juhu Singkah,1 porsi,180.0,12.0,16.0,8.0,2.0,350.0,3.0,local_indonesian,gen-batch4
Sop Saudara,Sop Saudara,1 porsi,280.0,16.0,26.0,12.0,2.0,500.0,2.5,local_indonesian,gen-batch4
Mie Titi,Mie Titi,1 porsi,480.0,16.0,52.0,22.0,3.0,850.0,2.0,local_indonesian,gen-batch4
Ikan Bakar Rica,Ikan Bakar Rica,1 porsi,180.0,18.0,6.0,10.0,1.0,450.0,0.3,local_indonesian,gen-batch4
Lawar Bali,Lawar Bali,1 porsi,200.0,14.0,10.0,12.0,2.0,380.0,3.0,local_indonesian,gen-batch4
Jukut Ares,Jukut Ares,1 porsi,160.0,8.0,14.0,8.0,2.0,350.0,3.0,local_indonesian,gen-batch4
Sate Pusut,Sate Pusut,1 porsi,250.0,20.0,10.0,14.0,1.5,400.0,0.5,local_indonesian,gen-batch4
Bebalung,Bebalung,1 porsi,280.0,18.0,14.0,16.0,2.0,450.0,1.5,local_indonesian,gen-batch4
Ikan Asar,Ikan Asar,1 porsi,160.0,22.0,4.0,6.0,0.5,350.0,0.0,local_indonesian,gen-batch4
Colo-Colo,Colo-Colo,1 porsi,15.0,0.3,2.5,0.5,1.0,250.0,0.8,local_indonesian,gen-batch4
Sambal Cakalang,Sambal Cakalang,1 porsi,180.0,20.0,4.0,10.0,1.0,500.0,0.5,local_indonesian,gen-batch4
Gohu Ikan,Gohu Ikan,1 porsi,150.0,18.0,6.0,5.0,1.5,350.0,1.0,local_indonesian,gen-batch4
Kohu-Kohu,Kohu-Kohu,1 porsi,120.0,8.0,12.0,5.0,3.0,300.0,3.0,local_indonesian,gen-batch4
Ikan Woku Belanga,Ikan Woku Belanga,1 porsi,220.0,20.0,6.0,12.0,2.0,450.0,0.5,local_indonesian,gen-batch4
Soto Semarang,Soto Semarang,1 porsi,340.0,18.0,34.0,14.0,3.0,550.0,2.0,local_indonesian,gen-batch4
Soto Banten,Soto Banten,1 porsi,330.0,18.0,32.0,14.0,3.0,550.0,2.0,local_indonesian,gen-batch4
Soto Ayam Kuah Santan,Soto Ayam Kuah Santan,1 porsi,360.0,18.0,30.0,18.0,3.0,550.0,2.0,local_indonesian,gen-batch4
Soto Tangkar,Soto Tangkar,1 porsi,370.0,22.0,24.0,20.0,3.0,550.0,1.5,local_indonesian,gen-batch4
Sop Ayam Kampung,Sop Ayam Kampung,1 porsi,280.0,22.0,14.0,14.0,2.0,400.0,1.5,local_indonesian,gen-batch4
Sop Telur Puyuh,Sop Telur Puyuh,1 porsi,180.0,12.0,10.0,10.0,2.0,350.0,1.5,local_indonesian,gen-batch4
Sop Jamur,Sop Jamur,1 porsi,100.0,4.0,14.0,3.0,3.0,350.0,2.5,local_indonesian,gen-batch4
Sop Asparagus,Sop Asparagus,1 porsi,90.0,4.0,12.0,3.0,2.0,350.0,2.5,local_indonesian,gen-batch4
Sop Oyong,Sop Oyong,1 porsi,80.0,3.0,12.0,2.0,2.0,300.0,2.5,local_indonesian,gen-batch4
Sop Ceker Ayam,Sop Ceker Ayam,1 porsi,250.0,16.0,14.0,14.0,2.0,450.0,1.5,local_indonesian,gen-batch4
Sop Kepiting,Sop Kepiting,1 porsi,180.0,16.0,12.0,8.0,2.0,500.0,1.0,local_indonesian,gen-batch4
Model Ikan,Model Ikan,1 porsi,340.0,14.0,40.0,14.0,3.0,650.0,1.0,local_indonesian,gen-batch4
Nasi Briyani,Nasi Briyani,1 porsi,430.0,16.0,54.0,16.0,2.0,500.0,1.5,local_indonesian,gen-batch4
Nasi Bakar Peda,Nasi Bakar Peda,1 porsi,380.0,16.0,48.0,14.0,2.0,600.0,1.5,local_indonesian,gen-batch4
Nasi Bakar Teri,Nasi Bakar Teri,1 porsi,370.0,16.0,48.0,12.0,2.0,650.0,1.5,local_indonesian,gen-batch4
Nasi Bakar Cumi,Nasi Bakar Cumi,1 porsi,390.0,16.0,48.0,14.0,2.0,550.0,1.5,local_indonesian,gen-batch4
Nasi Bakar Ati Ampela,Nasi Bakar Ati Ampela,1 porsi,400.0,18.0,44.0,18.0,2.0,550.0,1.5,local_indonesian,gen-batch4
Nasi Tim Ikan,Nasi Tim Ikan,1 porsi,360.0,20.0,44.0,10.0,2.0,420.0,1.5,local_indonesian,gen-batch4
Nasi Kucing,Nasi Kucing,1 porsi,200.0,4.0,36.0,4.0,1.0,150.0,1.0,local_indonesian,gen-batch4
Nasi Lengko,Nasi Lengko,1 porsi,320.0,10.0,46.0,10.0,3.0,350.0,3.5,local_indonesian,gen-batch4
Nasi Kapau,Nasi Kapau,1 porsi,400.0,14.0,50.0,16.0,2.0,500.0,2.5,local_indonesian,gen-batch4
Nasi Ayam Penyet,Nasi Ayam Penyet,1 porsi,420.0,24.0,42.0,18.0,2.0,450.0,1.5,local_indonesian,gen-batch4
Nasi Ikan Penyet,Nasi Ikan Penyet,1 porsi,400.0,22.0,42.0,16.0,2.0,420.0,1.5,local_indonesian,gen-batch4
Nasi Bebek,Nasi Bebek,1 porsi,440.0,22.0,42.0,22.0,2.0,450.0,1.0,local_indonesian,gen-batch4
Cireng,Cireng,1 porsi,180.0,2.0,26.0,8.0,1.0,250.0,0.5,snack,gen-batch4
Otak-Otak Goreng,Otak-Otak Goreng,1 porsi,200.0,12.0,16.0,10.0,2.0,450.0,0.5,snack,gen-batch4
Pisang Goreng Crispy,Pisang Goreng Crispy,1 porsi,250.0,2.0,34.0,12.0,16.0,100.0,2.0,snack,gen-batch4
Pisang Goreng Coklat Keju,Pisang Goreng Coklat Keju,1 porsi,350.0,5.0,42.0,18.0,22.0,200.0,2.0,snack,gen-batch4
Pisang Goreng Madu,Pisang Goreng Madu,1 porsi,280.0,2.5,36.0,14.0,20.0,80.0,2.0,snack,gen-batch4
Tahu Goreng Isi,Tahu Goreng Isi,1 porsi,230.0,8.0,18.0,14.0,2.0,350.0,1.5,snack,gen-batch4
Bala-Bala,Bala-Bala,1 porsi,180.0,3.0,22.0,10.0,3.0,300.0,2.5,snack,gen-batch4
Gehu,Gehu,1 porsi,200.0,8.0,20.0,10.0,2.0,300.0,1.5,snack,gen-batch4
Tahu Isi,Tahu Isi,1 porsi,220.0,8.0,20.0,12.0,2.0,320.0,1.5,snack,gen-batch4
Ote-Ote,Ote-Ote,1 porsi,190.0,4.0,22.0,10.0,3.0,300.0,2.0,snack,gen-batch4
Jemblem,Jemblem,1 porsi,200.0,3.0,26.0,10.0,2.0,250.0,2.0,snack,gen-batch4
Ubi Goreng,Ubi Goreng,1 porsi,220.0,1.5,32.0,10.0,14.0,100.0,3.0,snack,gen-batch4
Martabak Telur Spesial,Martabak Telur Spesial,1 porsi,400.0,18.0,26.0,26.0,2.0,600.0,1.0,snack,gen-batch4
Es Cincau Hijau,Es Cincau Hijau,1 porsi,120.0,0.5,28.0,1.0,22.0,30.0,1.5,beverage,gen-batch4
Es Cincau Hitam,Es Cincau Hitam,1 porsi,120.0,0.5,28.0,1.0,22.0,30.0,1.5,beverage,gen-batch4
Es Kacang Hijau,Es Kacang Hijau,1 porsi,180.0,5.0,34.0,3.0,24.0,30.0,2.5,beverage,gen-batch4
Es Timun,Es Timun,1 porsi,60.0,0.5,14.0,0.2,10.0,30.0,0.5,beverage,gen-batch4
Es Alpukat Kocok,Es Alpukat Kocok,1 porsi,220.0,3.0,22.0,14.0,16.0,20.0,5.0,beverage,gen-batch4
Es Kelapa Jeruk,Es Kelapa Jeruk,1 porsi,100.0,1.0,22.0,1.0,18.0,30.0,2.0,beverage,gen-batch4
Es Kelapa Sirup,Es Kelapa Sirup,1 porsi,150.0,1.0,32.0,2.0,28.0,40.0,2.5,beverage,gen-batch4
Es Soda Gembira,Es Soda Gembira,1 porsi,120.0,1.0,26.0,1.0,24.0,30.0,0.0,beverage,gen-batch4
Es Kuwut,Es Kuwut,1 porsi,100.0,0.5,24.0,0.5,20.0,30.0,1.5,beverage,gen-batch4
Es Semangka Merah,Es Semangka Merah,1 porsi,40.0,0.5,10.0,0.2,8.0,5.0,0.5,beverage,gen-batch4
Es Melon Serut,Es Melon Serut,1 porsi,50.0,0.5,12.0,0.2,10.0,15.0,0.8,beverage,gen-batch4
Wedang Sereh,Wedang Sereh,1 porsi,15.0,0.2,3.0,0.1,1.0,5.0,0.3,beverage,gen-batch4
Wedang Asem,Wedang Asem,1 porsi,40.0,0.3,10.0,0.2,8.0,10.0,0.5,beverage,gen-batch4
Ronde Jahe,Ronde Jahe,1 porsi,200.0,5.0,34.0,5.0,22.0,50.0,1.5,beverage,gen-batch4
Kopi Toraja,Kopi Toraja,1 porsi,12.0,0.3,1.5,0.1,0.0,5.0,0.0,beverage,gen-batch4
Teh Talua,Teh Talua,1 porsi,120.0,3.0,18.0,4.0,14.0,50.0,0.0,beverage,gen-batch4
Teh Poci,Teh Poci,1 porsi,5.0,0.1,1.0,0.0,0.0,5.0,0.0,beverage,gen-batch4
Teh Melati,Teh Melati,1 porsi,5.0,0.1,1.0,0.0,0.0,5.0,0.0,beverage,gen-batch4
Teh Rosella,Teh Rosella,1 porsi,10.0,0.2,2.0,0.1,1.0,5.0,0.5,beverage,gen-batch4
Sari Kacang Hijau,Sari Kacang Hijau,1 porsi,120.0,5.0,20.0,2.0,14.0,30.0,2.0,beverage,gen-batch4
Sari Kedelai,Sari Kedelai,1 porsi,80.0,7.0,6.0,3.5,2.0,30.0,1.0,beverage,gen-batch4
Susu Kunyit,Susu Kunyit,1 porsi,120.0,4.0,16.0,4.0,12.0,40.0,0.3,beverage,gen-batch4
Susu Temulawak,Susu Temulawak,1 porsi,110.0,3.5,16.0,3.5,12.0,35.0,0.3,beverage,gen-batch4
Jamu Beras Kencur,Jamu Beras Kencur,1 porsi,60.0,0.5,14.0,0.5,8.0,10.0,0.5,beverage,gen-batch4
Jamu Kunyit Asam,Jamu Kunyit Asam,1 porsi,50.0,0.5,12.0,0.3,6.0,10.0,0.5,beverage,gen-batch4
Jamu Temulawak,Jamu Temulawak,1 porsi,55.0,0.5,12.0,0.5,6.0,10.0,0.8,beverage,gen-batch4
Jamu Pahitan,Jamu Pahitan,1 porsi,30.0,0.3,6.0,0.2,1.0,5.0,0.5,beverage,gen-batch4
Bubur Mutiara,Bubur Mutiara,1 porsi,180.0,1.0,36.0,4.0,22.0,30.0,0.5,local_indonesian,gen-batch4
Bubur Gunting,Bubur Gunting,1 porsi,190.0,3.0,30.0,7.0,20.0,50.0,0.8,local_indonesian,gen-batch4
Bubur Pulut Hitam,Bubur Pulut Hitam,1 porsi,240.0,5.0,44.0,6.0,18.0,20.0,3.5,local_indonesian,gen-batch4
Bubur Ketan Hitam,Bubur Ketan Hitam,1 porsi,240.0,5.0,44.0,6.0,18.0,20.0,3.5,local_indonesian,gen-batch4
Bubur Jagung Manis,Bubur Jagung Manis,1 porsi,180.0,3.0,34.0,4.0,14.0,40.0,2.5,local_indonesian,gen-batch4
Bubur Ubi Ungu,Bubur Ubi Ungu,1 porsi,200.0,2.0,40.0,4.0,18.0,30.0,3.0,local_indonesian,gen-batch4
Bubur Labu Kuning,Bubur Labu Kuning,1 porsi,160.0,2.0,32.0,3.0,14.0,30.0,3.5,local_indonesian,gen-batch4
Bubur Pisang,Bubur Pisang,1 porsi,190.0,2.0,38.0,4.0,22.0,30.0,2.5,local_indonesian,gen-batch4
Bubur Kacang Hijau Durian,Bubur Kacang Hijau Durian,1 porsi,260.0,7.0,44.0,6.0,24.0,20.0,4.0,local_indonesian,gen-batch4
Bubur Sagu Mutiara,Bubur Sagu Mutiara,1 porsi,170.0,1.0,34.0,4.0,20.0,20.0,0.3,local_indonesian,gen-batch4
